Id,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths
353,352,50,RL,60.0,9084,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,2.0,2.0,LwQ,GasA,3,N,SBrkr,1111,3,3,5,Typ,0,3.4610389610389616,Detchd,1941.0,Unf,1,200,3.0,2.0,Y,1,0,0,0,0,0,No Fence,No Shed,3,2008,ConLw,Normal,11.461632170582678,1727,1.5
354,353,30,RM,60.0,8520,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3.0,3.0,1.0,Unf,GasA,4,Y,SBrkr,720,2,3,5,Typ,0,3.4610389610389616,Detchd,2005.0,Unf,2,484,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.570250531589494,1344,1.0
355,354,50,RL,60.0,8400,Pave,No Alley,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,LwQ,GasA,5,Y,SBrkr,1595,2,3,6,Typ,2,4.0,Attchd,1940.0,Unf,1,240,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,6,2006,WD,Normal,11.849397701591439,2535,1.0
356,355,20,RL,105.0,11249,Pave,No Alley,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4.0,4.0,1.0,ALQ,GasA,5,Y,SBrkr,1200,3,4,6,Typ,0,3.4610389610389616,Attchd,1995.0,RFn,2,521,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,12.08672588789761,2400,3.0
357,356,20,RL,65.0,9248,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,3,3,PConc,4.0,3.0,1.0,GLQ,GasA,4,Y,SBrkr,1167,3,4,6,Typ,0,3.4610389610389616,Attchd,1992.0,RFn,2,400,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.061046873479915,2325,3.0
358,357,120,RM,44.0,4224,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,1142,3,3,6,Typ,1,1.0,Attchd,1976.0,Fin,2,528,3.0,3.0,Y,1,1,0,0,0,0,MnPrv,No Shed,8,2007,WD,Normal,11.805595078933045,2284,2.5
359,358,80,RL,92.0,6930,Pave,No Alley,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,3,CBlock,3.0,3.0,3.0,BLQ,GasA,5,Y,FuseF,1352,3,4,6,Min2,0,3.4610389610389616,BuiltIn,1958.0,Unf,1,288,3.0,3.0,Y,1,0,1,0,0,0,No Fence,No Shed,7,2006,WD,Abnorml,11.77528972943772,2414,1.5
360,359,60,RL,78.0,12011,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,1924,3,4,7,Typ,1,3.0,Attchd,1998.0,RFn,2,592,3.0,3.0,Y,1,1,0,0,1,0,No Fence,No Shed,6,2006,WD,Normal,12.542544882151384,3010,3.5
361,360,85,RL,73.0,7540,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,912,2,3,5,Typ,1,3.0,Attchd,1978.0,RFn,2,470,3.0,3.0,Y,0,0,0,0,1,0,MnPrv,No Shed,6,2007,WD,Normal,11.957611286231675,1800,2.0
362,361,50,RL,52.0,9144,Pave,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,4,Y,SBrkr,1505,3,3,8,Typ,0,3.4610389610389616,Detchd,1940.0,Unf,1,240,3.0,3.0,N,0,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.884489021402711,2388,2.0
363,362,85,RL,64.0,7301,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,4,3,Slab,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,GasA,5,Y,SBrkr,1922,4,4,7,Typ,1,5.0,BuiltIn,2003.0,RFn,2,672,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,7,2009,ConLD,Normal,12.198544379109382,1922,3.0
364,363,160,RM,21.0,1680,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,4,Y,SBrkr,987,2,4,5,Typ,0,3.4610389610389616,Detchd,1972.0,Unf,1,264,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.6784399034478,1470,1.5
365,364,60,RL,80.0,18800,Pave,No Alley,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,PConc,4.0,3.0,2.0,GLQ,GasA,3,Y,SBrkr,1574,3,3,6,Typ,1,3.0,Attchd,1976.0,Fin,2,566,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.154779351142626,2370,3.5
366,365,70,RM,59.0,10690,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,2.0,1.0,Rec,GasA,4,Y,FuseA,1344,3,3,6,Typ,0,3.4610389610389616,Detchd,1964.0,Unf,1,468,3.0,2.0,Y,0,1,1,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.898187865760873,2016,1.0
367,366,20,RL,73.0,9500,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,3,3,CBlock,4.0,3.0,1.0,BLQ,GasA,4,Y,SBrkr,1394,3,3,6,Typ,2,4.0,Attchd,1963.0,RFn,2,514,3.0,3.0,Y,0,1,0,0,1,0,No Fence,No Shed,7,2009,WD,Normal,11.976659481202367,2788,2.5
368,367,80,RL,101.0,9150,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4.0,3.0,4.0,GLQ,GasA,4,Y,SBrkr,1431,3,3,6,Typ,1,4.0,Basment,1962.0,RFn,1,296,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,12,2008,WD,Normal,12.013700752882716,2530,1.5
369,368,20,RL,78.0,7800,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,PConc,3.0,3.0,1.0,LwQ,GasA,4,Y,SBrkr,1268,2,3,7,Typ,1,4.0,Attchd,1954.0,Fin,1,244,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,3,2010,WD,Normal,11.790557201568507,2536,1.0
370,369,20,RL,73.0,9830,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3.0,3.0,1.0,ALQ,GasA,5,Y,SBrkr,1287,3,4,7,Typ,1,4.0,Detchd,1997.0,Fin,2,576,3.0,3.0,Y,1,1,0,0,1,0,No Fence,No Shed,3,2010,WD,Normal,11.99535161421452,2350,2.0
371,370,60,RL,65.0,8121,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1664,3,3,7,Typ,1,3.0,Attchd,2000.0,RFn,2,460,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,1,2006,WD,Normal,12.057572637211731,2617,2.5
372,371,50,RL,80.0,17120,Pave,No Alley,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,GasA,3,Y,SBrkr,1588,4,3,7,Min2,1,4.0,Detchd,1991.0,Fin,2,680,3.0,3.0,N,0,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,11.808813773969106,1588,2.0
373,372,120,RL,50.0,7175,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,752,2,3,4,Typ,0,3.4610389610389616,Attchd,1984.0,Unf,1,264,3.0,3.0,Y,1,0,0,0,1,0,MnPrv,No Shed,2,2010,WD,Normal,11.736069016284436,1496,2.0
374,373,20,RL,79.0,10634,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1319,3,3,5,Min2,0,3.4610389610389616,Attchd,1953.0,Unf,1,270,3.0,3.0,Y,1,0,0,0,0,0,GdWo,No Shed,11,2009,WD,Normal,11.719939634354555,1927,2.0
375,374,60,RL,65.0,8200,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1928,4,4,8,Typ,1,4.0,BuiltIn,2003.0,Fin,2,434,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.299107511497365,2775,2.5
376,375,30,RL,65.5,10020,Pave,No Alley,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2.0,1.0,4.0,BLQ,GasA,4,N,FuseA,904,1,2,4,Maj1,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,Y,0,0,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,11.018629143155449,1587,1.5
377,376,85,RL,57.0,8846,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,914,2,3,5,Typ,0,3.4610389610389616,Detchd,1998.0,Unf,2,576,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.904967552746253,1784,1.0
378,377,60,FV,102.0,11143,Pave,No Alley,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,2466,4,4,8,Typ,1,4.0,Attchd,2004.0,RFn,2,610,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,12,2007,WD,Normal,12.736700896592346,4046,3.0
379,378,20,RL,88.0,11394,Pave,No Alley,Reg,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,4,3,PConc,5.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,1856,1,5,8,Typ,1,5.0,Attchd,2010.0,Fin,3,834,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,6,2010,New,Partial,12.885202034321914,3712,2.5
380,379,60,RL,60.0,8123,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1800,3,3,7,Typ,1,3.0,Attchd,2000.0,Fin,2,463,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.095141084822894,2782,2.5
381,380,50,RL,50.0,5000,Pave,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,LwQ,GasA,3,Y,SBrkr,1691,3,4,6,Typ,1,4.0,Detchd,1924.0,Unf,1,308,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.751942365440726,2717,2.0
382,381,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,1.0,Unf,GasA,5,Y,SBrkr,1301,2,4,5,Typ,1,4.0,Attchd,2006.0,RFn,2,572,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,8,2006,New,Partial,12.142866569626381,2594,3.0
383,382,60,RL,79.0,9245,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,Unf,GasA,5,Y,SBrkr,1797,3,4,8,Typ,0,3.4610389610389616,Attchd,2006.0,RFn,2,639,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,4,2007,WD,Normal,12.271392111650815,2736,2.5
384,383,45,RH,60.0,9000,Pave,No Alley,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2.0,2.0,1.0,Unf,GasA,3,N,FuseA,784,2,3,5,Typ,0,3.4610389610389616,Detchd,1950.0,Unf,2,360,2.0,2.0,N,0,0,1,0,0,0,No Fence,No Shed,10,2009,WD,Normal,11.238488619268468,1568,1.0
385,384,60,RL,80.0,53107,Pave,No Alley,IR2,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,1953,3,4,9,Typ,2,2.0,Attchd,1992.0,Fin,2,501,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.388394202324125,3533,3.5
386,385,120,RL,43.0,3182,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1269,2,4,6,Typ,1,3.0,Attchd,2004.0,Fin,2,430,3.0,3.0,Y,1,1,0,0,1,0,No Fence,No Shed,4,2010,WD,Normal,12.165250651009917,2525,2.0
387,386,50,RL,58.0,8410,Pave,No Alley,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,3,2,PConc,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1184,5,3,8,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,N,0,1,0,0,0,0,No Fence,No Shed,5,2006,WD,AdjLand,11.302204433654575,1842,1.0
388,387,80,RL,72.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,3,CBlock,3.0,3.0,3.0,ALQ,GasA,5,Y,SBrkr,1125,3,3,6,Typ,1,2.0,Detchd,1977.0,Unf,1,352,3.0,3.0,Y,1,0,0,0,0,0,GdWo,No Shed,10,2009,WD,Abnorml,11.736069016284436,2166,2.0
389,388,20,RL,93.0,9382,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1479,3,4,6,Typ,0,3.4610389610389616,Attchd,1999.0,RFn,2,577,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.160028707028768,2947,2.0
390,389,60,RL,96.0,12474,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,5,3,PConc,5.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,2332,3,5,9,Typ,1,5.0,BuiltIn,2008.0,Fin,3,846,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,8,2008,New,Partial,12.962194625251508,4014,3.5
391,390,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,4.0,1.0,Rec,GasA,5,Y,SBrkr,1367,4,3,7,Typ,0,3.4610389610389616,Detchd,1978.0,Unf,1,384,3.0,3.0,Y,0,1,1,0,0,0,MnPrv,No Shed,4,2008,WD,Normal,11.686878772093667,2228,2.0
392,391,60,RL,71.0,12209,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,3.0,1.0,ALQ,GasA,5,Y,SBrkr,1961,3,4,7,Typ,1,3.0,BuiltIn,2001.0,Fin,2,560,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.278393307109802,2765,3.5
393,392,20,RL,73.0,8339,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,GasA,3,Y,SBrkr,882,3,3,5,Typ,0,3.4610389610389616,Attchd,1959.0,RFn,1,294,3.0,3.0,Y,0,0,0,0,0,0,MnPrv,Shed,7,2007,WD,Normal,11.575900264131615,882,1.0
394,393,30,RL,52.0,7446,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,3,Y,FuseA,788,2,3,4,Typ,2,3.0,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,Y,0,0,0,0,0,0,GdWo,No Shed,4,2006,WD,Abnorml,11.512925464970227,1576,1.0
395,394,50,RL,60.0,10134,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,4,Y,FuseA,1034,2,3,5,Typ,0,3.4610389610389616,Detchd,1940.0,Unf,1,240,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.599103161211278,1769,1.0
396,395,20,RL,68.0,9571,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,3.0,BLQ,GasA,3,Y,SBrkr,1144,3,3,6,Typ,0,3.4610389610389616,Attchd,1956.0,Unf,1,596,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.767567683343811,2288,2.0
397,396,20,RL,60.0,7200,Pave,No Alley,Reg,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,Rec,GasA,3,Y,SBrkr,894,2,3,6,Typ,0,3.4610389610389616,Detchd,1985.0,RFn,2,600,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,9,2009,WD,Normal,11.719939634354555,1788,1.0
398,397,60,RL,69.0,7590,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,1812,4,3,8,Typ,1,3.0,Attchd,1962.0,RFn,1,264,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.040608205802641,2676,2.0
399,398,30,RM,60.0,8967,Pave,No Alley,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2.0,1.0,1.0,Unf,GasA,4,Y,Mix,1077,2,3,6,Maj2,0,3.4610389610389616,Detchd,1920.0,Unf,1,338,1.0,1.0,N,0,0,0,0,0,0,No Fence,No Shed,11,2007,WD,Abnorml,11.112447898373103,2038,1.0
400,399,60,FV,65.0,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1550,2,4,7,Typ,0,3.4610389610389616,Attchd,2007.0,Fin,2,438,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,12.392552212472793,2642,3.0
401,400,120,RL,38.0,14963,Pave,No Alley,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1288,1,5,4,Typ,2,4.0,Attchd,1996.0,Fin,2,500,3.0,3.0,Y,1,1,0,0,1,0,No Fence,No Shed,12,2008,WD,Normal,12.411052226216713,2548,2.5
402,401,20,RL,65.0,8767,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,1310,3,4,6,Typ,1,4.0,Attchd,2005.0,Fin,2,400,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,New,Partial,12.013640144985489,2620,2.0
403,402,30,RL,60.0,10200,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,672,2,3,4,Typ,0,3.4610389610389616,Detchd,1940.0,Unf,1,240,3.0,3.0,N,1,0,0,0,0,0,GdPrv,No Shed,8,2008,WD,Normal,11.589886506106355,1344,1.0
404,403,60,RL,93.0,12090,Pave,No Alley,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,4,Y,SBrkr,2263,4,4,10,Typ,1,3.0,BuiltIn,1998.0,Fin,2,420,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Abnorml,12.460714863903757,3404,2.5
405,404,60,RL,65.0,10364,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4.0,3.0,1.0,Unf,GasA,4,Y,SBrkr,1572,3,3,7,Typ,1,3.0,BuiltIn,1995.0,Fin,2,373,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.031719258385394,2378,2.5
406,405,20,RL,71.0,9991,Pave,No Alley,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,5,Y,SBrkr,1620,3,3,8,Min1,1,3.0,Attchd,1993.0,Unf,2,490,3.0,3.0,Y,1,1,0,0,0,0,GdWo,No Shed,6,2009,WD,Normal,11.918390573078392,2901,3.0
407,406,50,RL,51.0,10480,Pave,No Alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,GasA,5,Y,FuseA,1639,3,3,6,Maj2,0,3.4610389610389616,Detchd,1936.0,Unf,1,240,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,11.652687407345386,2230,1.0
