,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
411,1056,0,0,No Alley,3,2fmCon,3,2,Rec,1.0,0.0,3,N,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,1,Typ,572.0,2.0,3,Fin,3,Attchd,1955.0,1056,0,GasA,3,1Story,412,3,Bnk,Gtl,34650,Inside,100.0,Reg,190,RL,0.0,None,No Shed,1,Gilbert,0,5,5,Y,0,CompShg,Hip,Normal,11.884489021402711,WD,0,Pave,5,1056.0,1,1955,1955,2006
412,1478,0,0,No Alley,2,1Fam,3,3,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,5,MetalSd,MetalSd,No Fence,4,1,PConc,2,Typ,484.0,2.0,3,Fin,3,Attchd,2009.0,1478,1,GasA,5,1Story,413,4,Lvl,Gtl,4403,Inside,72.5,IR2,20,FV,432.0,Stone,No Shed,6,Somerst,1,5,7,Y,0,CompShg,Gable,Partial,12.310432660854417,New,0,Pave,7,1470.0,0,2009,2009,2010
413,1028,0,0,Grvl,2,1Fam,3,1,Unf,0.0,0.0,3,Y,Artery,Norm,FuseA,1,3,3,WdShing,Wd Shng,No Fence,4,1,CBlock,1,Typ,360.0,2.0,3,Unf,3,Detchd,1927.0,1028,0,GasA,4,1Story,414,3,Lvl,Gtl,8960,Inside,56.0,Reg,30,RM,0.0,None,No Shed,3,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,11.652687407345388,WD,0,Pave,5,1008.0,0,1927,1950,2010
414,1080,1017,0,No Alley,3,1Fam,3,1,BLQ,0.0,1.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,678.0,3.0,3,Unf,3,Attchd,1993.0,2097,1,GasA,5,2Story,415,4,Lvl,Gtl,11228,CulDSac,59.0,IR2,60,RL,0.0,None,No Shed,12,SawyerW,1,5,7,Y,0,CompShg,Gable,Normal,12.337100907936577,WD,0,Pave,9,1080.0,1,1993,1993,2008
415,1340,0,0,No Alley,3,1Fam,3,3,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,396.0,2.0,3,Fin,3,Attchd,2007.0,1340,0,GasA,5,1Story,416,4,Lvl,Gtl,8899,Inside,73.0,IR1,20,RL,0.0,None,No Shed,8,Gilbert,1,5,7,Y,0,CompShg,Gable,Partial,12.106992367829498,New,0,Pave,6,1340.0,1,2007,2007,2007
416,672,728,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3,1,CBlock,1,Typ,440.0,2.0,3,Fin,3,Attchd,1978.0,1400,1,GasA,3,2Story,417,3,Lvl,Gtl,7844,Inside,74.0,Reg,60,RL,203.0,BrkFace,No Shed,3,Sawyer,0,7,6,Y,0,CompShg,Hip,Normal,11.915051671812877,WD,0,Pave,6,672.0,0,1978,1978,2006
417,1370,1254,0,No Alley,4,1Fam,3,1,BLQ,1.0,0.0,4,N,Feedr,Norm,FuseA,0,3,3,Wd Sdng,Stucco,No Fence,4,1,BrkTil,2,Typ,864.0,3.0,3,Unf,3,Detchd,1918.0,2624,1,GasW,3,2Story,418,3,Lvl,Gtl,22420,Inside,86.0,IR1,70,RL,0.0,None,No Shed,11,Crawfor,0,6,6,N,0,CompShg,Hip,Normal,12.384218830913648,WD,0,Pave,10,1370.0,0,1918,1950,2007
418,756,378,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,N,Norm,Norm,FuseF,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,1,Typ,240.0,1.0,3,Unf,3,Detchd,1940.0,1134,1,GasA,2,1.5Fin,419,3,Lvl,Gtl,8160,Inside,60.0,Reg,50,RL,0.0,None,No Shed,4,Edwards,0,6,5,P,0,CompShg,Gable,AdjLand,11.744037185933616,WD,0,Pave,7,756.0,0,1940,1950,2007
419,1056,0,0,No Alley,3,1Fam,3,1,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,VinylSd,VinylSd,No Fence,2,1,CBlock,1,Typ,304.0,1.0,3,Unf,3,Attchd,1968.0,1056,0,GasA,5,1Story,420,3,Lvl,Gtl,8450,Inside,65.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,1,6,5,Y,0,CompShg,Gable,Normal,11.863582336583399,WD,0,Pave,6,1056.0,0,1968,1968,2010
420,1344,0,0,No Alley,2,Duplex,4,4,GLQ,2.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,784.0,4.0,3,Fin,3,Attchd,1997.0,1344,0,GasA,5,SFoyer,421,3,Lvl,Gtl,7060,Inside,78.0,Reg,90,RM,200.0,BrkFace,No Shed,11,Mitchel,0,5,7,Y,0,CompShg,Gable,Alloca,12.237086699059343,WD,0,Pave,8,1344.0,0,1997,1998,2008
421,1602,0,0,No Alley,3,1Fam,3,1,ALQ,0.0,1.0,4,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,No Fence,3,1,CBlock,2,Typ,529.0,2.0,3,Fin,3,Attchd,1977.0,1602,0,GasA,4,1Story,422,4,Lvl,Gtl,16635,FR2,80.0,IR1,20,RL,126.0,Stone,No Shed,6,NWAmes,0,7,6,Y,0,CompShg,Gable,Normal,12.2783933071098,WD,0,Pave,8,1602.0,1,1977,2000,2009
422,988,0,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,3,Y,Artery,Norm,FuseA,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,520.0,2.0,3,RFn,3,Attchd,1954.0,988,0,GasA,5,1Story,423,3,HLS,Mod,21750,Inside,100.0,Reg,20,RL,0.0,None,No Shed,2,Mitchel,0,5,5,N,0,CompShg,Hip,Normal,11.635143097694478,WD,0,Pave,4,988.0,0,1954,1954,2008
423,1470,1160,0,No Alley,4,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,696.0,3.0,3,Fin,3,Attchd,1998.0,2630,1,GasA,4,2Story,424,4,Lvl,Gtl,9200,Inside,80.0,Reg,60,RL,473.0,BrkFace,No Shed,6,NoRidge,1,5,8,Y,0,CompShg,Gable,Normal,12.66032791780777,WD,0,Pave,8,1470.0,0,1998,1998,2008
424,1196,0,0,No Alley,2,1Fam,3,1,LwQ,1.0,0.0,4,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,No Fence,4,1,CBlock,1,Typ,297.0,1.0,3,RFn,3,Attchd,1956.0,1196,0,GasA,4,1Story,425,3,Lvl,Gtl,9000,Inside,72.0,Reg,20,RL,74.0,BrkFace,No Shed,5,NAmes,1,5,6,Y,0,CompShg,Gable,Normal,11.842229212112828,WD,0,Pave,6,1196.0,0,1956,1956,2008
425,707,682,0,Grvl,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,4,3,HdBoard,HdBoard,No Fence,4,2,CBlock,1,Typ,240.0,1.0,3,Unf,3,Detchd,1947.0,1389,1,GasA,4,2Story,426,3,HLS,Gtl,3378,Inside,60.0,Reg,60,RM,0.0,None,No Shed,9,OldTown,0,8,7,P,0,CompShg,Gable,Normal,11.813030057420567,WD,0,Pave,6,651.0,0,1946,1992,2009
426,1644,0,0,No Alley,2,1Fam,3,4,GLQ,1.0,1.0,4,Y,Norm,Norm,SBrkr,0,3,4,Wd Sdng,Wd Sdng,No Fence,3,1,PConc,2,Typ,569.0,2.0,3,Fin,3,Attchd,1989.0,1644,0,GasA,4,SLvl,427,4,Low,Mod,12800,Inside,67.0,Reg,80,RL,145.0,BrkFace,No Shed,8,SawyerW,0,5,7,Y,0,CompShg,Gable,Normal,12.524526376648708,WD,1,Pave,5,1518.0,1,1989,1989,2009
427,907,0,0,No Alley,3,1Fam,3,1,Rec,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,352.0,1.0,3,Unf,3,Detchd,1964.0,907,0,GasA,5,1Story,428,3,Lvl,Gtl,8593,Inside,77.0,IR1,20,RL,0.0,None,No Shed,7,NAmes,0,6,4,Y,0,CompShg,Hip,Normal,11.59917655301345,WD,0,Pave,5,907.0,0,1957,1957,2008
428,1208,0,0,No Alley,2,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,628.0,2.0,3,RFn,3,Attchd,2007.0,1208,0,GasA,5,1Story,429,4,Lvl,Gtl,6762,Inside,64.0,Reg,20,RL,108.0,BrkFace,No Shed,9,CollgCr,1,5,7,Y,0,CompShg,Gable,Partial,12.182804018590819,New,0,Pave,6,1208.0,1,2007,2007,2007
429,1412,0,0,No Alley,3,1Fam,3,2,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,1,3,3,HdBoard,HdBoard,No Fence,3,1,CBlock,2,Typ,576.0,2.0,3,Unf,3,Attchd,1988.0,1412,0,GasA,3,1Story,430,4,Lvl,Gtl,11457,Corner,130.0,IR1,20,RL,0.0,None,No Shed,3,Timber,0,5,6,Y,0,CompShg,Gable,Normal,12.072541252905651,WD,0,Pave,6,1392.0,0,1988,1988,2009
430,483,504,0,No Alley,2,Twnhs,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,264.0,1.0,3,Unf,3,Detchd,1971.0,987,1,GasA,3,2Story,431,3,Lvl,Gtl,1680,Inside,21.0,Reg,160,RM,232.0,BrkFace,No Shed,7,BrDale,0,5,6,Y,0,CompShg,Gable,Abnorml,11.355101379776661,COD,0,Pave,4,483.0,0,1971,1971,2008
431,1088,110,0,No Alley,4,1Fam,3,1,Unf,0.0,0.0,3,Y,Feedr,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,BrkTil,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1198,0,GasA,4,1.5Fin,432,3,Bnk,Gtl,5586,Inside,60.0,IR1,50,RM,0.0,None,No Shed,9,OldTown,1,7,6,N,0,CompShg,Gable,Abnorml,11.288531131754366,ConLD,0,Pave,7,901.0,0,1920,1998,2008
432,765,600,0,No Alley,2,TwnhsE,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Min1,440.0,2.0,3,Unf,3,Detchd,1971.0,1365,1,GasA,5,2Story,433,3,Lvl,Gtl,1920,Inside,24.0,Reg,160,RM,376.0,BrkFace,No Shed,8,BrDale,1,5,5,Y,0,CompShg,Gable,Normal,11.715866308966918,WD,0,Pave,6,765.0,1,1971,1971,2007
433,926,678,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,470.0,2.0,3,Fin,3,Attchd,1997.0,1604,1,GasA,5,2Story,434,3,Lvl,Gtl,10839,Corner,100.0,IR1,60,RL,0.0,None,No Shed,7,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,12.106252310247962,WD,0,Pave,7,926.0,0,1997,1998,2008
434,630,0,0,No Alley,1,Twnhs,3,3,ALQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,CemntBd,CmentBd,No Fence,3.4429619746497666,0,CBlock,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,630,0,GasA,4,SFoyer,435,3,Lvl,Gtl,1890,Inside,21.0,Reg,180,RM,0.0,None,No Shed,6,MeadowV,0,7,4,Y,0,CompShg,Gable,Normal,11.302204433654575,WD,0,Pave,3,630.0,1,1972,1972,2008
435,827,834,0,No Alley,3,1Fam,3,3,GLQ,1.0,0.0,4,Y,PosN,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,550.0,2.0,3,RFn,3,Attchd,1996.0,1661,1,GasA,5,2Story,436,4,Lvl,Gtl,10667,CulDSac,43.0,IR2,60,RL,0.0,None,No Shed,4,CollgCr,1,6,7,Y,0,CompShg,Gable,Normal,12.26434155365415,ConLw,0,Pave,6,799.0,1,1996,1996,2009
436,734,384,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,2,Y,Norm,Norm,FuseA,0,3,3,Stucco,Stucco,No Fence,3.4429619746497666,0,BrkTil,1,Typ,440.0,2.0,3,Unf,3,Detchd,1990.0,1118,0,GasA,3,1.5Fin,437,3,Lvl,Gtl,4400,Inside,40.0,Reg,50,RM,0.0,None,No Shed,10,OldTown,0,8,6,Y,0,CompShg,Gable,Normal,11.661345470088502,WD,0,Pave,6,648.0,0,1920,1950,2006
437,904,0,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,4,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,PConc,1,Typ,180.0,1.0,3,Unf,3,Detchd,1926.0,904,0,GasA,4,1.5Unf,438,3,Lvl,Gtl,6000,Inside,50.0,Reg,45,RM,0.0,None,No Shed,1,BrkSide,0,7,6,Y,0,CompShg,Gable,Normal,11.686878772093667,WD,0,Pave,4,884.0,0,1926,2004,2009
438,694,0,0,No Alley,2,1Fam,3,1,LwQ,0.0,0.0,3,N,Norm,Norm,SBrkr,1,3,3,WdShing,Stucco,MnPrv,4,1,PConc,1,Typ,352.0,1.0,3,Unf,4,Detchd,1990.0,694,0,GasA,3,1Story,439,4,Lvl,Gtl,4280,Inside,40.0,Reg,30,RL,0.0,None,No Shed,3,Crawfor,0,6,5,P,0,CompShg,Gable,Normal,11.411446296020374,WD,0,Pave,4,440.0,0,1913,2002,2007
439,684,512,0,Grvl,3,1Fam,2,2,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdPrv,3.4429619746497666,0,BrkTil,1,Typ,528.0,2.0,3,Unf,3,Detchd,2005.0,1196,0,GasA,4,1.5Fin,440,4,Lvl,Gtl,12354,Corner,67.0,Reg,50,RL,0.0,None,Shed,8,Edwards,1,8,6,Y,0,CompShg,Gable,Normal,11.608235644774552,ConLI,0,Pave,7,684.0,0,1920,2000,2009
440,2402,0,0,No Alley,2,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,No Fence,4,2,PConc,2,Typ,672.0,3.0,3,Fin,3,Attchd,2008.0,2402,0,GasA,5,1Story,441,5,Lvl,Gtl,15431,Inside,105.0,Reg,20,RL,200.0,Stone,No Shed,4,NridgHt,1,5,10,Y,0,CompShg,Hip,Normal,13.226723392728571,WD,1,Pave,10,3094.0,0,2008,2008,2009
441,1440,0,0,No Alley,4,Duplex,3,1,ALQ,0.0,0.0,3,N,Norm,Norm,FuseF,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,2,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1440,0,GasA,3,1Story,442,2,Lvl,Gtl,12108,Inside,92.0,Reg,90,RL,270.0,BrkFace,No Shed,9,Edwards,0,4,4,Y,0,CompShg,Gable,Normal,11.678439903447801,WD,0,Pave,8,1440.0,0,1955,1955,2008
442,1128,445,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,4,1,PConc,2,Typ,360.0,2.0,3,Unf,3,Detchd,1930.0,1573,0,GasA,3,1.5Fin,443,3,Lvl,Gtl,6240,Inside,52.0,Reg,50,RM,0.0,None,No Shed,6,BrkSide,0,7,5,P,0,CompShg,Gable,Normal,12.000891794590137,WD,0,Pave,8,1078.0,0,1930,1992,2008
443,1258,0,0,No Alley,2,TwnhsE,3,3,Unf,0.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,WdShing,Wd Shng,No Fence,4,1,PConc,2,Typ,648.0,3.0,3,Fin,3,Attchd,2007.0,1258,0,GasA,5,1Story,444,4,Lvl,Gtl,3922,Inside,53.0,Reg,120,RL,72.0,BrkFace,No Shed,6,Blmngtn,1,5,7,Y,0,CompShg,Gable,Partial,12.058152515453552,New,0,Pave,6,1258.0,1,2006,2007,2007
444,933,975,0,No Alley,4,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,493.0,2.0,3,Unf,3,Attchd,1994.0,1908,1,GasA,5,2Story,445,4,Lvl,Gtl,8750,Inside,70.0,Reg,60,RL,0.0,None,No Shed,7,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.254862809699606,WD,0,Pave,8,915.0,1,1994,1995,2008
445,1689,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4,1,CBlock,1,Typ,480.0,2.0,3,Unf,3,Attchd,1956.0,1689,0,GasA,2,1Story,446,3,Lvl,Gtl,9855,Corner,73.0,Reg,20,RL,0.0,None,No Shed,11,Edwards,0,5,6,Y,0,CompShg,Hip,Normal,11.755871643580617,COD,0,Pave,7,1436.0,0,1956,1956,2009
446,1888,0,0,No Alley,2,1Fam,3,1,ALQ,0.0,0.0,3,Y,PosA,Norm,SBrkr,0,3,4,BrkFace,Plywood,No Fence,4,1,CBlock,2,Mod,578.0,2.0,3,Fin,3,Attchd,1966.0,1888,1,GasA,5,1Story,447,4,Lvl,Gtl,16492,Corner,137.0,IR1,20,RL,0.0,None,No Shed,6,NAmes,0,6,6,Y,0,CompShg,Gable,Normal,12.154779351142624,WD,0,Pave,6,1517.0,0,1966,2002,2010
447,956,930,0,No Alley,4,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,431.0,2.0,3,Fin,3,Attchd,1998.0,1886,1,GasA,4,2Story,448,4,Lvl,Gtl,11214,Corner,64.0,IR1,60,RL,0.0,None,No Shed,7,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,12.205572520488492,WD,0,Pave,10,930.0,1,1998,1999,2006
448,780,596,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,4,1,BrkTil,2,Typ,198.0,1.0,3,Unf,3,Detchd,1937.0,1376,0,GasA,3,1.5Fin,449,3,Bnk,Gtl,8600,Inside,50.0,Reg,50,RM,0.0,None,No Shed,6,IDOTRR,0,6,6,N,0,CompShg,Gable,Normal,11.691071650353702,WD,0,Pave,7,780.0,0,1937,1950,2006
449,679,504,0,No Alley,2,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,308.0,1.0,3,Unf,3,Detchd,1981.0,1183,1,GasA,5,1.5Fin,450,3,Lvl,Gtl,6000,Inside,50.0,Reg,50,RM,0.0,None,No Shed,6,OldTown,1,7,3,Y,0,CompShg,Gable,Normal,11.695247021764184,WD,0,Pave,6,649.0,0,1948,2002,2007
450,813,0,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,1,Typ,270.0,1.0,2,Unf,2,Detchd,1932.0,813,0,GasA,5,1Story,451,4,Lvl,Gtl,5684,Inside,70.0,Reg,30,RM,0.0,None,No Shed,6,OldTown,1,8,6,N,0,CompShg,Hip,Normal,11.608235644774552,WD,0,Pave,5,813.0,0,1930,2005,2006
451,1533,0,0,No Alley,2,1Fam,3,4,ALQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3,2,CBlock,2,Typ,576.0,2.0,3,Unf,3,Attchd,1975.0,1533,0,GasA,3,1Story,452,4,Low,Mod,70761,Inside,62.0,IR1,20,RL,0.0,None,No Shed,12,ClearCr,1,5,7,Y,0,WdShngl,Gable,Normal,12.542544882151386,WD,0,Pave,5,1533.0,1,1975,1975,2006
452,888,868,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,422.0,2.0,3,Fin,3,Attchd,1996.0,1756,1,GasA,5,2Story,453,3,Lvl,Gtl,9303,Corner,82.0,IR1,60,RL,42.0,BrkFace,No Shed,7,Timber,1,5,6,Y,0,CompShg,Hip,Normal,12.225875272826354,WD,0,Pave,7,872.0,1,1996,1997,2007
453,786,804,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,676.0,2.0,3,RFn,3,Attchd,2008.0,1590,1,GasA,5,2Story,454,4,Lvl,Gtl,9000,Inside,75.0,Reg,60,FV,0.0,None,No Shed,6,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,12.254862809699606,WD,0,Pave,6,768.0,0,2008,2008,2009
454,1728,0,0,No Alley,4,Duplex,3,1,ALQ,2.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,2,Typ,560.0,2.0,3,Unf,3,Detchd,1976.0,1728,0,GasA,3,1Story,455,3,Lvl,Gtl,9297,Inside,63.0,Reg,90,RL,0.0,None,No Shed,7,Mitchel,0,5,5,Y,0,CompShg,Gable,Family,12.144197241812087,WD,0,Pave,8,1728.0,0,1976,1976,2006
455,1242,0,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3,1,CBlock,1,Typ,528.0,2.0,3,Unf,3,Attchd,1973.0,1242,1,GasA,2,1Story,456,3,Lvl,Gtl,9600,Inside,80.0,Reg,20,RL,320.0,BrkFace,No Shed,9,NWAmes,0,6,7,Y,0,CompShg,Hip,Normal,12.075394321888057,WD,0,Pave,6,1242.0,0,1973,1973,2007
456,624,720,0,Grvl,4,1Fam,3,1,Unf,0.0,0.0,3,N,Norm,Norm,SBrkr,1,3,3,AsbShng,AsbShng,No Fence,3.4429619746497666,0,BrkTil,1,Typ,513.0,3.0,2,Unf,2,Detchd,1916.0,1344,0,GasA,2,2Story,457,3,Lvl,Gtl,4571,Inside,34.0,Reg,70,RM,0.0,None,No Shed,5,OldTown,0,5,5,Y,0,CompShg,Gable,Abnorml,11.49272275765271,COD,0,Pave,7,624.0,0,1916,1950,2008
458,833,833,0,Grvl,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,4,3,Stucco,Wd Shng,MnPrv,4,1,PConc,1,Typ,228.0,1.0,3,Unf,3,Detchd,1925.0,1666,0,GasA,2,2Story,459,4,Lvl,Gtl,5100,Inside,60.0,Reg,70,RM,0.0,None,No Shed,6,OldTown,1,7,8,Y,0,CompShg,Hip,Normal,11.9891596439666,WD,0,Pave,7,588.0,1,1925,1996,2008
459,979,224,0,No Alley,3,1Fam,3,1,LwQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,3,1,CBlock,1,Typ,352.0,1.0,3,Unf,3,Detchd,1950.0,1203,0,GasA,3,1.5Fin,460,4,Bnk,Gtl,7015,Corner,51.0,IR1,50,RL,161.0,BrkCmn,No Shed,7,BrkSide,0,4,5,Y,0,CompShg,Gable,Normal,11.608235644774552,WD,0,Pave,5,709.0,0,1950,1950,2009
460,832,1103,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,552.0,2.0,3,Fin,3,BuiltIn,2009.0,1935,1,GasA,5,2Story,461,3,Lvl,Gtl,8004,Inside,75.0,IR1,60,FV,110.0,Stone,No Shed,12,Somerst,1,5,8,Y,0,CompShg,Gable,Partial,12.481561937216318,New,0,Pave,8,832.0,0,2009,2009,2009
461,575,560,0,No Alley,3,1Fam,4,1,ALQ,1.0,0.0,4,Y,Feedr,Norm,SBrkr,0,4,4,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,PConc,1,Typ,576.0,2.0,3,RFn,3,Detchd,1971.0,1135,0,GasA,5,2Story,462,4,Lvl,Gtl,7200,Inside,60.0,Reg,70,RL,0.0,None,No Shed,4,SWISU,0,9,7,Y,0,CompShg,Gable,Normal,11.951180395901384,WD,0,Pave,6,560.0,1,1936,2007,2009
462,864,0,0,No Alley,3,1Fam,3,1,Rec,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,GdWo,1,1,CBlock,1,Typ,360.0,1.0,3,Unf,3,Detchd,1965.0,864,0,GasA,4,1Story,463,3,Lvl,Gtl,8281,Inside,60.0,IR1,20,RL,0.0,None,No Shed,12,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,11.041048081342682,WD,0,Pave,5,864.0,0,1965,1965,2009
463,849,811,0,No Alley,3,1Fam,3,1,LwQ,0.0,0.0,3,Y,Norm,Norm,FuseA,0,3,3,Stucco,Stucco,No Fence,4,1,CBlock,1,Typ,240.0,1.0,3,Unf,3,Detchd,1939.0,1660,1,GasA,2,2Story,464,3,HLS,Mod,11988,Inside,74.0,IR1,70,RL,0.0,None,No Shed,8,Crawfor,0,7,6,Y,0,CompShg,Hip,Normal,12.147913731356642,WD,0,Pave,6,715.0,0,1934,1995,2008
464,1040,0,0,No Alley,3,1Fam,3,1,Rec,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,2,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1040,0,GasA,3,1Story,465,3,HLS,Mod,8430,Inside,60.0,Reg,20,RL,136.0,BrkFace,No Shed,8,CollgCr,0,5,5,Y,0,CompShg,Gable,Normal,11.728036844587175,WD,0,Pave,5,1040.0,0,1978,1978,2009
